28	9	11
28	9	5
28	9	6
28	9	2
28	9	2
28	9	0
28	9	6
28	9	9
28	9	6
28	9	8
27	9	11
27	9	12
27	9	0
27	9	10
27	9	6
27	9	5
27	9	4
27	9	8
27	9	10
27	9	9
29	9	10
29	9	10
29	9	6
29	9	13
29	9	10
29	9	12
29	9	5
29	9	11
29	9	10
29	9	10
30	9	12
30	9	2
30	9	3
30	9	0
30	9	12
30	9	10
30	9	8
30	9	7
30	9	0
30	9	6
41	1	15
41	1	16
41	1	15
41	1	15
41	1	15
41	1	17
41	1	17
41	1	16
40	1	18
40	1	17
40	1	18
40	1	15
40	1	16
40	1	17
40	1	16
40	1	15
42	1	17
42	1	16
42	1	16
42	1	18
42	1	18
42	1	15
42	1	18
42	1	15
43	1	15
43	1	16
43	1	16
43	1	15
43	1	16
43	1	17
43	1	16
43	1	18
44	1	16
44	1	15
44	1	18
44	1	17
44	1	15
44	1	16
44	1	16
44	1	17
55	9	15
55	9	15
55	9	16
55	9	15
55	9	18
55	9	17
55	9	17
55	9	15
56	9	18
56	9	18
56	9	15
56	9	15
56	9	16
56	9	18
56	9	15
56	9	17
57	9	15
57	9	15
57	9	18
57	9	17
57	9	15
57	9	16
57	9	18
57	9	16
58	9	16
58	9	17
58	9	15
58	9	17
58	9	15
58	9	15
58	9	16
58	9	15
59	9	17
59	9	18
59	9	17
59	9	18
59	9	17
59	9	16
59	9	18
59	9	16
78	1	21
78	1	25
78	1	29
78	1	27
78	1	30
78	1	32
78	1	24
78	1	28
78	1	26
78	1	28
79	1	23
79	1	33
79	1	26
79	1	21
79	1	22
79	1	23
79	1	28
79	1	19
79	1	24
79	1	29
80	1	28
80	1	19
80	1	28
80	1	33
80	1	20
80	1	22
80	1	21
80	1	23
80	1	31
80	1	21
87	1	25
87	1	20
87	1	28
87	1	21
87	1	20
87	1	31
87	1	26
87	1	29
87	1	27
87	1	25
86	1	27
86	1	28
86	1	29
86	1	20
86	1	23
86	1	27
86	1	32
86	1	22
86	1	26
86	1	23
85	1	29
85	1	28
85	1	21
85	1	33
85	1	29
85	1	30
85	1	31
85	1	29
85	1	21
85	1	19
88	1	28
88	1	32
88	1	26
88	1	20
88	1	33
88	1	21
88	1	25
88	1	25
88	1	22
88	1	32
